475.28,470.22,451.67,461.54,451.71,465.94,483.12,470.74,451.63,452.52,455.02,464.04,469.07,444.76,469.68,456.97,479,441.01,452.63,459.02,472.02,453.05,458.29,476.82
454,452.26,435.71,447.62,448.52,428.69,454.12,443.13,436.41,421.49,410.99,426.57,443.24,431.1,414.04,439.84,430.32,432.24,452.58,440.65,424.15,426.72,435.55,434.66
384.69,402.63,416.24,405.71,398.56,403.89,406.41,402.81,408.88,415.14,414.35,412.27,405.46,424.16,421.24,399.94,428.82,392.88,418.84,415.8,439.08,410.5,401.68,397.11
371.59,376.46,367.44,373.1,399.71,369.61,378.58,386.84,380.32,375.02,385.12,381.95,389.29,390.02,396.41,391.24,366.47,379.6,387.6,373.05,373.3,384.5,380.95,375.97
338.67,353.3,328.3,367.71,348.23,360.46,331.42,338.18,351.97,341.28,342.51,362.85,349.39,350.34,325.48,347.88,348.32,345.46,350.18,350.1,336.91,338.55,337.08,352.24
311.82,315.3,306.03,306.7,311.42,308.84,308.77,289.67,299.11,303.47,298.83,302.81,304.45,287.34,308.04,313.62,312.22,300.41,326.19,299.98,310.98,315.05,310.3,286.28
278.82,267.95,266.92,273.35,255.15,269.2,276.15,265.04,258.94,273.87,266.26,276.98,274.04,287.15,268.87,258.92,273.35,271.57,268.21,274.08,282.94,292.97,270.67,245.26
219.99,229.36,237.98,243.2,232.97,231.06,221.72,240.01,237.41,231.62,238,224.98,221.83,234,230.14,235.35,251.93,225.59,226.04,230.15,235.63,228.5,232.38,229.23
193.47,204.8,202.04,172.96,197.02,194.79,193.89,175.58,193.13,193.36,198.67,198.24,206.63,181.74,185.04,196.49,198.88,183.26,190.19,192.3,191.18,180.97,204.67,196.41
126.09,154.88,153.1,128.53,159.78,163.36,163.82,143.25,147.68,161.67,147.72,172.31,148.97,140.37,147.59,165.2,154.76,139.47,164.45,160.51,163.86,158.1,159.98,145.03
109.78,115.85,112.01,128.98,129.99,130.04,118.42,111.77,124.9,119.59,143.54,118.58,133.2,114.92,129.68,125.87,116.52,129.03,119.99,114.41,127.31,128.47,117.01,128.26
93.094,87.828,87.899,85.111,85.128,88.925,97.614,93.786,83.414,84.062,96.937,84.517,79.357,91.204,109.11,84.546,83.539,84.406,89.955,89.639,89.31,87.517,82.758,95.419
51.543,50.792,65.405,56.248,70.108,68.467,70.425,57.993,65.599,62.423,59.58,59.681,44.474,74.726,61.427,49.29,48.204,62.392,90.874,44.077,43.299,55.723,50.929,62.783
28.905,20.37,38.795,34.673,27.98,30.215,44.177,41.91,30.831,29.665,42.309,37.426,52.777,38.812,36.275,32.038,55.144,35.5,48.453,52.48,31.498,34.83,27.651,45.369
9.3134,20.478,16.534,44.881,17.403,16.737,8.8992,9.4189,16.661,30.05,23.499,9.9137,26.655,16.643,15.499,15.108,17.517,18.776,21.645,11.618,7.8078,15.159,19.163,19.466
1.5744,6.8052,1.7676,6.1966,5.1744,14.069,2.9819,12.789,8.5868,11.182,2.6067,5.5655,3.5331,3.9334,10.049,8.7195,1.9916,1.9929,8.4215,2.8301,25.493,3.3965,3.079,1.2153
0.23782,0.067956,1.7763,2.2614,1.3548,2.0573,2.1715,0.061363,3.6132,0.010296,0.021958,0.11125,0.92867,1.4889,0.35521,11.55,0.34912,0.68584,0.74007,0.22126,9.5773,0.10806,0.27358,2.4126
7.7401,1.3751,0.66338,23.349,1.6341,0.2229,0.73565,0.017106,0.92285,10.32,1.1576,0.50599,1.5522,0.26135,2.3898,0.017521,0.15728,0.38238,0.56024,0.74248,0.56601,0.56773,0.57569,0.45881
24.113,11.725,23.407,14.382,9.792,4.9738,6.1651,17.18,7.0637,21.601,11.536,3.9822,9.3511,5.1811,5.4362,10.708,5.3793,5.7541,5.1113,14.579,6.1258,20.768,3.0718,2.252
22.235,35.456,35.14,16.503,23.112,21.452,13.155,21.934,20.884,27.068,10.499,20.985,15.248,39.034,18.833,9.6242,13.311,23.137,23.229,37.347,32.093,11.835,20.671,20.578
40.679,27.666,40.325,40.393,41.387,37.953,40.101,38.921,44.753,55.834,26.806,36.847,32.112,29.389,48.018,42.092,27.401,38.157,47.08,21.791,39.78,37.055,38.504,26.47
59.426,68.036,64.628,70.117,53.045,65.852,60.039,70.835,69.798,59.8,50.736,72.039,70.036,63.834,67.172,65.319,56.309,68.087,69.049,54.945,59.076,57.261,42.647,41.371
77.659,79.779,85.365,90.052,85.83,83.612,104.31,80.439,80.13,85.238,87.158,83.713,93.448,84.204,85.312,73.772,84.496,111.33,93.035,88.857,79.016,85.361,87.054,82.76
107.1,121.03,118.53,117.93,102.1,121.94,128.13,98.057,132.98,128.65,113.26,125.36,117.26,117.29,113.75,111.63,129.07,118.36,99.499,112.34,116.43,104.24,121.17,108.21
135.25,155.81,151.9,140.79,140.14,155.87,158.11,153.21,152.63,146.61,132.95,131.79,157.91,144.36,138.31,157,130.3,151.33,157.85,138.89,137.82,160.23,136.15,145.41
174.94,176.18,176.74,180.61,170.65,169.9,167.74,172.31,175.89,163.35,166.82,168.73,175.4,164.76,171.49,180.84,181.11,179.52,188.93,169.99,176.84,167.2,185.14,157.97
221.49,220.09,221.92,205.54,230.65,203.95,211.22,214.8,210.02,214.64,224.4,205.12,209.36,201.16,206.3,195.06,231.6,213.19,221.15,225.44,205.63,191.26,194.21,216.23
240.46,242.69,230.45,242.82,250.47,219.89,228.86,223.06,243.74,241.16,242.29,229.26,257.34,230.54,237.65,231.64,233.97,229.71,240.25,251.67,226.51,234.04,234.67,257.04
267.44,264.66,256.97,275.3,257.89,268.68,230.95,266.7,273.27,257.86,275.79,249.12,251.94,270.36,270.49,265.93,283.95,249.55,267.49,255.57,278.54,257.02,255.58,277.86
284.16,302.78,289.37,292.07,306.15,287.69,288.86,284.41,294.56,288.41,295.64,303.01,280.91,283.04,289.74,283.77,291.92,297.81,300.29,306.21,295.36,305.53,270.6,288.65
313.18,301.89,319.44,305.2,327.67,293.44,290.45,302.4,308.66,293.48,308.74,307.97,326.67,315.81,322.29,302.2,318.64,309.89,334.08,325.84,316.14,314.94,325.36,292.68
328.29,327.1,335.88,326.07,349.66,332.6,322.84,342.9,334.53,341.4,327.98,316.91,341.98,325.57,329.65,336.63,319.53,324.05,330.65,335.21,319.56,328.43,311.67,322.09
355.87,350.92,341.23,340.37,357.15,342.26,359.48,347.75,337.2,349.07,359.73,356.14,348.62,338.01,348.03,331.56,336.13,351.12,360.46,348.09,336.75,350.19,344.54,333.39
369.29,361.06,375.33,350.96,372.01,370.23,359.11,344.07,364.55,337.76,367.06,356.64,380.98,363.29,363.09,369.07,370.03,370.34,342.66,352.98,364.39,365.65,349.77,362.44
384.44,373.07,368.8,359.51,363.67,366.13,363.2,362.34,383.96,378.22,364.21,366.57,370.24,361.74,358.9,354.48,357.99,374.15,374.61,368.46,358.1,374.74,377.48,375.36
368.4,373.48,385.1,383.89,375.52,374.87,363.47,371.52,365.2,365.86,396.99,370.57,379.79,356.11,372.31,376.89,376.25,377.47,376.62,384.6,372.54,378.74,364.78,389.81
380.94,392.64,367.01,381.34,371.99,371.15,378.64,398.72,372.17,387.01,395.54,378.16,374.93,385.33,371.94,363.09,371.56,378.23,374.42,378.29,377.1,372.49,370.5,390.55
371.1,378.48,390.81,369.18,381.81,371.78,399.05,382.32,382.91,378.35,369.85,379.95,386.77,381.17,371.26,372.73,379.43,397.53,374.2,357.95,392.43,380.99,380.65,404.42
363.65,393.1,392.17,378.24,380.38,397.01,371.77,372.75,375.96,375.58,393.31,377.84,381.6,393.22,388.21,389.97,385.81,380.13,375.73,372.78,381.45,376.48,368.24,389.52
374.76,389.55,393.06,396.01,391.26,386,378.69,371.26,384.71,386.7,392.76,381.23,380.14,367.33,375.91,373.78,377.79,374.85,380.82,374.84,390.31,384.09,389.77,373.34
388.66,383.47,390.21,385.7,397.15,405.42,380.42,386.26,374.05,372.76,376.62,380.71,386.91,391.69,365.59,402.69,375.75,372.52,378.54,376.65,393.25,379.69,370.01,367.18
362.13,387.79,390.54,385.17,381.25,368.98,383.78,378.17,379.88,374.19,378.03,372.82,382.54,393.74,374.51,387.24,377.54,398.57,373.88,399.74,372.88,389.92,392.13,396.45
390.47,384.15,392.2,376.04,366.94,393.08,379.08,388.64,406.87,380.19,402.61,375.08,386.11,385.85,372.01,385.56,395.47,383.17,405.19,366.3,390.17,386.56,382.97,365.06
378.56,386,391.31,406.57,388.65,376.18,379.29,392.79,359.61,398.57,381.89,379.89,384.76,384.56,393.03,398.28,405.67,382.76,394.25,380.2,370.86,397.33,403.33,386.46
395.96,386.16,402.82,409.71,393,376.94,397.83,391.63,383.33,363.02,391.54,396.2,394.7,372.98,391.68,413.95,400.11,387.15,371.93,380.04,388.75,407.92,395.31,391.31
396.06,378.92,398.29,394.13,399.22,404.63,406.61,394.73,396.05,394.6,409.15,393.59,389.84,412.07,404.07,384.87,382.75,393.62,403.68,407.36,385.89,402.53,412.18,409.38
403.21,407.01,412.48,425.82,405.15,388.19,399.27,416.55,408.23,389.02,404.02,414.03,412.65,403.22,417.19,415.06,416.79,400.82,397.72,416.46,404.22,415.23,414.45,405.6
420.66,417.64,427.51,427.4,420.3,396.89,419.99,411.43,399.58,412.76,418.88,403.26,410.18,424.75,414.92,426.41,421.24,409.49,410.59,422.78,416.35,417.43,435.19,407.69
424.46,422.84,426.38,435.77,421.44,414.63,425.29,412.97,423.25,420.1,414.1,420.73,439.32,413.41,416.67,428.75,423.11,430.27,418.11,433.7,444.12,427.57,433.27,410.62
444.33,433.09,468.36,444.27,438.49,423.05,446.78,464.82,454.01,432.97,434.19,438.58,433.95,435.63,430.82,444.99,429.21,438.3,457.46,453.83,444.79,441.69,454.41,431.54
451.09,443.8,461.23,450.41,451.51,453.34,440.54,465.41,455.89,449.96,444.81,443.76,456.61,445.11,447.72,459.57,482.76,450.1,461.6,459.97,454.5,455.5,430.99,457.88
