17.253,26.485,18.795,11.028,33.624,22.712,8.7751,29.821,16.307,18.7,16.595,20.448,13.564,29.916,12.896,25.428,21.562,29.137,20.461,28.851,14.754,19.232,18.995,29.498
10.422,16.022,17.457,14.703,11.312,13.588,23.075,17.38,10.259,23.001,18.889,16.082,18.114,11.415,21.791,21.889,14.751,19.082,9.9239,7.0614,17.616,13.089,14.348,17.499
6.9555,16.372,18.228,10.358,12.106,12.588,6.0143,17.326,11.974,19.262,10.164,18.615,7.9608,16.015,15.502,19.267,9.771,11.268,17.386,16.106,19.012,10.086,39.729,14.186
9.7635,9.503,16.308,13.637,21.412,25.705,11.062,19.71,19.031,15.463,27.147,8.6648,12.63,9.4228,17.922,14.9,4.5022,25.342,28.208,21.645,9.4949,20.311,21.741,14.007
33.338,10.692,9.1775,6.0296,25.437,8.5658,9.1517,12.584,14.541,19.712,18.241,20.165,15.946,12.224,11.824,11.317,13.203,30.34,10.208,12.086,15.733,12.162,10.325,14.57
29.237,7.3537,8.8128,9.6677,14.968,17.47,11.491,13.555,16.71,23.979,7.1172,40.302,6.534,11.589,15.73,14.115,21.427,15.897,12.262,10.343,7.8361,17.179,18.138,8.4957
12.035,9.4395,13.814,14.754,16.113,5.0205,10.787,6.5688,4.5877,19.851,14.355,20.161,10.264,9.2386,14.556,18.863,13.719,7.911,6.7939,14.684,12.586,17.377,12.725,15.73
5.6226,9.914,54.723,14.74,23.976,9.8572,6.5,36.718,19.723,8.0118,11.88,9.1537,12.728,11.363,18.34,11.538,10.85,15.952,9.8949,9.5625,6.1502,12.607,9.4834,10.142
14.487,10.377,8.7343,18.092,11.404,10.997,9.2416,9.1165,10.964,24.044,7.2324,16.61,11.124,4.5799,16.289,9.8769,18.89,9.7991,19.549,11.877,12.594,10.499,17.933,7.7392
12.654,16.659,17.909,12.992,7.8568,12.54,3.2159,5.2525,16.523,2.9766,3.3711,19.966,31.855,9.5502,23.877,11.772,6.0227,12.613,5.7696,28.672,11.061,6.0312,20.498,8.2655
7.732,15.222,5.2547,8.2213,21.313,11.845,13.323,10.079,45.817,3.5072,19.649,10.067,19.605,15.631,8.3124,18.514,11.626,8.5169,5.5531,8.4154,8.5921,6.2578,3.9032,7.3247
14.619,17.014,3.4043,15.503,10.744,5.311,8.0271,6.597,6.0375,6.9531,6.3559,4.5318,18.138,8.4764,10.171,1.1312,7.017,5.6602,8.7278,8.1496,6.7136,1.2742,11.947,3.5216
13.096,7.7215,11.79,10.499,2.3528,2.6596,10.885,4.2002,2.1245,12.848,5.0875,5.0349,10.979,14.029,5.94,6.2853,20.63,2.0454,6.1783,27.61,1.3183,7.0647,4.2957,5.6304
